wavelength	B1	B2	B3	B4
887	0.00081104	0.000937851	0.003327121	0.487616222
888	0.000698095	0.001028655	0.002963962	0.413873261
889	0.000585151	0.00111946	0.002600803	0.340130299
890	0.000472206	0.001210265	0.002237644	0.266387338
891	0.000434018	0.001389663	0.002148784	0.223700277
892	0.00039583	0.001569061	0.002059924	0.181013216
893	0.000357642	0.00174846	0.001971063	0.138326154
894	0.000319454	0.001927858	0.001882203	0.095639093
895	0.000281266	0.002107256	0.001793343	0.052952032
896	0.000274567	0.002263187	0.002026752	0.044809552
897	0.000267867	0.002419117	0.00226016	0.036667071
898	0.000261168	0.002575048	0.002493569	0.028524591
899	0.000254468	0.002730978	0.002726977	0.02038211
900	0.000247769	0.002886909	0.002960386	0.01223963
901	0.000272705	0.002581345	0.003233867	0.010611137
902	0.00029764	0.00227578	0.003507347	0.008982644
903	0.000322576	0.001970216	0.003780828	0.007354151
904	0.000347511	0.001664651	0.004054308	0.005725658
905	0.000372447	0.001359087	0.004327789	0.004097165
906	0.000417037	0.00118229	0.00371921	0.00362443
907	0.000461627	0.001005493	0.003110631	0.003151696
908	0.000506218	0.000828696	0.002502051	0.002678961
909	0.000550808	0.000651899	0.001893472	0.002206227
910	0.000595398	0.000475102	0.001284893	0.001733492
911	0.000519095	0.000428251	0.001137687	0.001580536
912	0.000442792	0.0003814	0.00099048	0.00142758
913	0.00036649	0.000334549	0.000843274	0.001274624
914	0.000290187	0.000287698	0.000696067	0.001121668
915	0.000213884	0.000240847	0.000548861	0.000968712
916	0.000195437	0.000222547	0.000510864	0.000904818
917	0.00017699	0.000204248	0.000472867	0.000840924
918	0.000158542	0.000185948	0.00043487	0.000777031
919	0.000140095	0.000167649	0.000396873	0.000713137
920	0.000121648	0.000149349	0.000358876	0.000649243
921	0.000115995	0.000144061	0.000338945	0.000622458
922	0.000110342	0.000138773	0.000319014	0.000595673
923	0.00010469	0.000133486	0.000299084	0.000568887
924	9.9037E-05	0.000128198	0.000279153	0.000542102
925	9.33842E-05	0.00012291	0.000259222	0.000515317
926	9.38637E-05	0.000119792	0.000240837	0.000505732
927	9.43432E-05	0.000116674	0.000222453	0.000496147
928	9.48227E-05	0.000113556	0.000204068	0.000486562
929	9.53022E-05	0.000110438	0.000185684	0.000476977
930	9.57817E-05	0.00010732	0.000167299	0.000467392
931	0.000106198	0.000107428	0.000159359	0.00046322
932	0.000116614	0.000107537	0.000151419	0.000459048
933	0.00012703	0.000107645	0.000143478	0.000454877
934	0.000137446	0.000107754	0.000135538	0.000450705
935	0.000147862	0.000107862	0.000127598	0.000446533
936	0.000163967	0.00010842	0.000125445	0.000463685
937	0.000180072	0.000108979	0.000123293	0.000480837
938	0.000196176	0.000109537	0.00012114	0.000497988
939	0.000212281	0.000110096	0.000118988	0.00051514
940	0.000228386	0.000110654	0.000116835	0.000532292
941	0.000200642	0.000109218	0.000114593	0.00057587
942	0.000172898	0.000107782	0.000112351	0.000619448
943	0.000145154	0.000106345	0.00011011	0.000663025
944	0.00011741	0.000104909	0.000107868	0.000706603
945	8.96666E-05	0.000103473	0.000105626	0.000750181
946	8.62474E-05	0.00010839	0.000106207	0.000831347
947	8.28282E-05	0.000113307	0.000106787	0.000912513
948	7.94091E-05	0.000118223	0.000107368	0.00099368
949	7.59899E-05	0.00012314	0.000107948	0.001074846
950	7.25707E-05	0.000128057	0.000108529	0.001156012
951	7.05345E-05	0.000129444	0.000104331	0.001102808
952	6.84983E-05	0.000130832	0.000100134	0.001049604
953	6.64621E-05	0.000132219	9.59363E-05	0.000996399
954	6.44259E-05	0.000133607	9.17387E-05	0.000943195
955	6.23897E-05	0.000134994	8.75411E-05	0.000889991
956	6.08773E-05	0.000145494	9.25599E-05	0.000809541
957	5.9365E-05	0.000155994	9.75787E-05	0.00072909
958	5.78526E-05	0.000166494	0.000102597	0.00064864
959	5.63403E-05	0.000176994	0.000107616	0.000568189
960	5.48279E-05	0.000187494	0.000112635	0.000487739
961	5.44331E-05	0.000206582	0.000110778	0.000457365
962	5.40383E-05	0.00022567	0.000108921	0.000426992
963	5.36435E-05	0.000244759	0.000107065	0.000396618
964	5.32487E-05	0.000263847	0.000105208	0.000366245
965	5.28539E-05	0.000282935	0.000103351	0.000335871
966	5.24736E-05	0.000341947	0.000118537	0.000326787
967	5.20933E-05	0.000400958	0.000133723	0.000317703
968	5.17129E-05	0.00045997	0.00014891	0.000308619
969	5.13326E-05	0.000518981	0.000164096	0.000299535
970	5.09523E-05	0.000577993	0.000179282	0.000290451
971	5.12325E-05	0.000707336	0.000201772	0.000287903
972	5.15127E-05	0.000836678	0.000224262	0.000285356
973	5.17928E-05	0.000966021	0.000246751	0.000282808
974	5.2073E-05	0.001095363	0.000269241	0.000280261
975	5.23532E-05	0.001224706	0.000291731	0.000277713
976	5.32369E-05	0.001106016	0.000261604	0.000272944
977	5.41206E-05	0.000987327	0.000231477	0.000268176
978	5.50044E-05	0.000868637	0.00020135	0.000263407
979	5.58881E-05	0.000749948	0.000171223	0.000258639
980	5.67718E-05	0.000631258	0.000141096	0.00025387
981	5.78747E-05	0.000582888	0.000131047	0.000253108
982	5.89776E-05	0.000534518	0.000120998	0.000252346
983	6.00806E-05	0.000486148	0.000110948	0.000251585
984	6.11835E-05	0.000437778	0.000100899	0.000250823
985	6.22864E-05	0.000389408	9.08499E-05	0.000250061
986	6.22175E-05	0.000379419	9.19226E-05	0.000249294
987	6.21486E-05	0.00036943	9.29953E-05	0.000248527
988	6.20798E-05	0.000359441	0.000094068	0.00024776
989	6.20109E-05	0.000349452	9.51407E-05	0.000246993
990	0.000061942	0.000339463	9.62134E-05	0.000246226
991	6.37052E-05	0.000333067	9.62275E-05	0.000246503
992	6.54684E-05	0.00032667	9.62416E-05	0.000246779
993	6.72317E-05	0.000320274	9.62557E-05	0.000247056
994	6.89949E-05	0.000313877	9.62698E-05	0.000247332
995	7.07581E-05	0.000307481	9.62839E-05	0.000247609
996	7.63979E-05	0.000306635	9.54021E-05	0.000244335
997	8.20376E-05	0.000305789	9.45202E-05	0.000241061
998	8.76774E-05	0.000304943	9.36384E-05	0.000237787
999	9.33171E-05	0.000304097	9.27565E-05	0.000234513
1000	9.89569E-05	0.000303251	9.18747E-05	0.000231239
